15/08/2024;4,139
16/08/2024;4,1275
19/08/2024;4,1665
20/08/2024;4,1495
21/08/2024;4,1815
22/08/2024;4,141
23/08/2024;4,1945
26/08/2024;4,2115
27/08/2024;4,2305
28/08/2024;4,145
29/08/2024;4,1475
30/08/2024;4,145
02/09/2024;4,187
03/09/2024;4,032
04/09/2024;4,0195
05/09/2024;4,0775
06/09/2024;4,0145
09/09/2024;4,0845
10/09/2024;4,0405
11/09/2024;4,083
12/09/2024;4,133
13/09/2024;4,175
16/09/2024;4,213
17/09/2024;4,2135
18/09/2024;4,238
19/09/2024;4,286
20/09/2024;4,3335
23/09/2024;4,289
24/09/2024;4,4295
25/09/2024;4,428
26/09/2024;4,581
27/09/2024;4,541
30/09/2024;4,496
01/10/2024;4,5355
02/10/2024;4,596
03/10/2024;4,502
04/10/2024;4,5225
07/10/2024;4,519
08/10/2024;4,412
09/10/2024;4,355
10/10/2024;4,385
11/10/2024;4,4515
14/10/2024;4,3635
15/10/2024;4,3005
16/10/2024;4,3315
17/10/2024;4,2865
18/10/2024;4,346
21/10/2024;4,323
22/10/2024;4,348
23/10/2024;4,3045
24/10/2024;4,3195
25/10/2024;4,3395
28/10/2024;4,332
29/10/2024;4,3325
30/10/2024;4,3275
31/10/2024;4,3135
01/11/2024;4,3475
04/11/2024;4,407
05/11/2024;4,4505
06/11/2024;4,2225
07/11/2024;4,41
08/11/2024;4,2865
11/11/2024;4,211
12/11/2024;4,1195
13/11/2024;4,066
14/11/2024;4,073
15/11/2024;4,051
18/11/2024;4,108
19/11/2024;4,13
20/11/2024;4,1435
21/11/2024;4,113
22/11/2024;4,074
25/11/2024;4,0915
26/11/2024;4,039
27/11/2024;4,067
28/11/2024;4,0695
29/11/2024;4,0805
02/12/2024;4,0755
03/12/2024;4,146
04/12/2024;4,142
05/12/2024;4,135
06/12/2024;4,1385
09/12/2024;4,2235
10/12/2024;4,2235
11/12/2024;4,214
12/12/2024;4,195
13/12/2024;4,149
16/12/2024;4,1435
17/12/2024;4,0915
18/12/2024;4,1
19/12/2024;4,0205
20/12/2024;4,041
23/12/2024;4,023
24/12/2024;4,0495
25/12/2024;4,0495
26/12/2024;4,072
27/12/2024;4,0625
30/12/2024;4,0455
31/12/2024;3,986
01/01/2025;3,986
02/01/2025;3,9885
03/01/2025;4,0395
06/01/2025;4,127
07/01/2025;4,1605
08/01/2025;4,2275
09/01/2025;4,2795
10/01/2025;4,2745
13/01/2025;4,2955
14/01/2025;4,3105
15/01/2025;4,3595
16/01/2025;4,4625
